,CustomerID,TenureMonths,MonthlyCharges,ContractType,InternetService,PaymentMethod,Churn,Churn_Flag
1814,CUST107227,17,84.52,Month-to-month,No,Mailed check,no,0
1815,CUST102096,20,34.88,Two year,Fiber optic,Mailed check,no,0
1816,CUST100822,34,106.74,,Fiber optic,Mailed check,no,0
1817,CUST109985,73,110.96,Month-to-month,DSL,Bank transfer,no,0
1818,CUST104166,20,106.01,month to month,,Bank transfer,no,0
1819,CUST106516,8,64.38,One year,Fiber optic,,yes,1
1820,CUST105457,20,70.06,One year,No,Bank transfer,yes,1
1821,CUST108258,3,53.53,Two year,DSL,Electronic check,no,0
1822,CUST105570,20,30.99,,DSL,Bank transfer,no,0
1823,CUST101517,13,70.18,Month-to-month,DSL,Bank transfer,no,0
1824,CUST100601,52,50.63,Two year,DSL,Bank transfer,yes,1
1825,CUST100173,36,67.85,One year,No,Bank transfer,no,0
1826,CUST104058,16,53.93,Two year,Fiber optic,Mailed check,no,0
1827,CUST109798,12,36.42,One year,DSL,Credit card,yes,1
1828,CUST101006,21,118.08,Month-to-month,Fiber optic,Mailed check,no,0
1829,CUST107409,4,52.34,Two year,DSL,Bank transfer,no,0
1830,CUST107419,9,42.71,,Fiber optic,Electronic check,no,0
1831,CUST101240,48,58.1,Two year,DSL,Mailed check,yes,1
1832,CUST109603,12,64.03,month to month,Fiber optic,Credit card,no,0
1833,CUST102098,30,55.05,One year,No,Bank transfer,yes,1
1834,CUST104017,49,36.71,One year,Fiber optic,Credit card,no,0
1835,CUST109378,0,9999.0,Two year,Fiber optic,Mailed check,yes,1
1836,CUST102093,15,115.46,Month-to-month,DSL,Bank transfer,no,0
1837,CUST105015,27,63.95,Two year,DSL,Mailed check,no,0
1838,CUST106743,21,84.36,One year,DSL,Electronic check,no,0
1839,CUST100383,53,89.69,,No,Electronic check,nan,0
1841,CUST105356,26,109.21,One year,Fiber optic,Electronic check,no,0
1842,CUST102612,6,67.47,Month-to-month,Fiber optic,Credit card,yes,1
1843,CUST100226,9,90.26,Month-to-month,DSL,Electronic check,yes,1
1844,CUST100494,14,80.76,Month-to-month,Fiber optic,electronic check,no,0
1845,CUST107629,75,48.16,Two year,No,Bank transfer,no,0
1846,CUST107481,5,102.0,Month-to-month,DSL,Credit card,no,0
1847,CUST101686,12,67.83,Month-to-month,DSL,Mailed check,no,0
1848,CUST101955,9,50.78,Month-to-month,Fiber optic,Mailed check,yes,1
1849,CUST108189,13,108.59,Month-to-month,DSL,Mailed check,no,0
1850,CUST104184,26,77.22,Month-to-month,DSL,Bank transfer,no,0
1851,CUST108774,46,115.35,One year,Fiber optic,Mailed check,no,0
1852,CUST109596,9,25.5,,Fiber optic,,no,0
1853,CUST109032,25,81.49,Two year,DSL,Electronic check,no,0
1854,CUST103366,23,70.06,Month-to-month,Fiber optic,Mailed check,no,0
1855,CUST109034,7,72.42,Two year,Fiber optic,Electronic check,no,0
1856,CUST102662,9,73.49,Two year,DSL,Bank transfer,no,0
1857,CUST104119,18,102.74,Two year,Fiber optic,Credit card,no,0
1858,CUST110167,5,37.24,Month-to-month,Fiber optic,Electronic check,no,0
1859,CUST104518,21,111.07,One year,Fiber optic,Mailed check,nan,0
1860,CUST101376,25,22.66,Month-to-month,No,Electronic check,no,0
1861,CUST107454,25,94.25,Two year,Fiber optic,Electronic check,yes,1
1862,CUST106122,4,70.06,,DSL,Bank transfer,no,0
1863,CUST104896,29,51.13,Month-to-month,Fiber optic,Mailed check,no,0
1864,CUST101031,18,107.14,,No,Electronic check,no,0
1865,CUST109904,16,25.02,Month-to-month,Fiber optic,Mailed check,yes,1
1866,CUST108853,11,99.89,Month-to-month,Fiber optic,Electronic check,yes,1
1867,CUST108401,6,46.02,One year,DSL,Electronic check,yes,1
1868,CUST100602,0,33.52,Two year,DSL,Mailed check,no,0
1869,CUST107910,24,78.78,Month-to-month,Fiber optic,Mailed check,no,0
1870,CUST110913,11,82.13,One year,Fiber optic,Electronic check,no,0
1871,CUST100127,29,48.3,Month-to-month,DSL,Bank transfer,yes,1
1872,CUST101137,14,111.41,Two year,DSL,Credit card,no,0
1873,CUST105908,19,53.22,Two year,No,Bank transfer,no,0
1874,CUST108749,13,35.7,Month-to-month,Fiber optic,Credit card,yes,1
1875,CUST105494,20,23.23,Month-to-month,Fiber optic,Mailed check,yes,1
1876,CUST101858,8,90.0,Month-to-month,DSL,Electronic check,no,0
1877,CUST106578,26,65.28,month to month,DSL,Mailed check,no,0
1878,CUST110056,11,113.21,Two year,Fiber optic,Electronic check,yes,1
1879,CUST108496,39,49.77,One year,DSL,Mailed check,no,0
1880,CUST101078,20,117.12,One year,Fiber optic,Credit card,no,0
1881,CUST108783,11,60.94,One year,DSL,Mailed check,nan,0
1882,CUST103211,16,79.0,Two year,Fiber optic,Credit card,no,0
1883,CUST100855,18,76.25,Two year,DSL,Mailed check,no,0
1884,CUST101438,17,80.24,Month-to-month,DSL,Electronic check,yes,1
1885,CUST108223,38,95.01,One year,Fiber optic,Mailed check,no,0
1886,CUST100312,39,75.68,Month-to-month,Fiber optic,Credit card,no,0
1887,CUST108651,16,55.68,Month-to-month,No,Credit card,no,0
1888,CUST106991,38,83.71,One year,Fiber optic,Mailed check,no,0
1889,CUST105074,29,25.06,One year,DSL,Credit card,nan,0
1890,CUST107900,20,26.36,Two year,Fiber optic,Bank transfer,no,0
1891,CUST108452,19,74.83,,No,Electronic check,no,0
1892,CUST104490,19,70.06,Month-to-month,No,Credit card,no,0
1893,CUST102140,5,21.9,One year,Fiber optic,Credit card,no,0
1894,CUST108091,29,119.11,One year,DSL,Mailed check,no,0
1895,CUST101719,41,117.23,Month-to-month,No,Credit card,yes,1
1896,CUST107583,40,70.06,Month-to-month,No,Credit card,yes,1
1897,CUST100030,25,98.62,Two year,DSL,Credit card,no,0
1898,CUST104145,4,34.12,Month-to-month,No,Mailed check,no,0
1899,CUST107079,3,70.06,Month-to-month,No,Bank transfer,no,0
1900,CUST105440,8,96.64,One year,Fiber optic,Bank transfer,no,0
1901,CUST100771,0,98.74,Two year,Fiber optic,Electronic check,nan,0
1902,CUST101937,19,27.49,One year,No,Bank transfer,no,0
1903,CUST109084,26,61.61,Month-to-month,Fiber optic,Bank transfer,no,0
1904,CUST102938,23,113.27,One year,No,Bank transfer,yes,1
1905,CUST103168,22,96.21,Two year,Fiber optic,Bank transfer,nan,0
1906,CUST106992,27,9999.0,Two year,No,Electronic check,no,0
1907,CUST108897,17,37.02,Month-to-month,No,,no,0
1908,CUST107223,28,42.95,One year,Fiber optic,Electronic check,no,0
1909,CUST100637,28,93.96,Month-to-month,No,Mailed check,no,0
1910,CUST103240,12,37.42,Two year,No,Bank transfer,no,0
1911,CUST101279,9,62.13,Month-to-month,Fiber optic,Bank transfer,no,0
1912,CUST110755,28,104.75,,DSL,Bank transfer,no,0
1913,CUST105461,24,103.38,Two year,No,Credit card,yes,1
1914,CUST110639,22,69.83,Two year,No,,no,0
1915,CUST108203,103,70.06,Month-to-month,DSL,Credit card,yes,1
1916,CUST108164,9,40.94,Month-to-month,No,Bank transfer,no,0
1917,CUST107417,59,119.86,Month-to-month,Fiber optic,Credit card,yes,1
1918,CUST104056,44,61.87,month to month,No,Bank transfer,no,0
1919,CUST103841,21,46.7,Month-to-month,No,Credit card,yes,1
1920,CUST100518,20,71.49,Month-to-month,Fiber optic,Bank transfer,no,0
1921,CUST109376,31,58.87,Two year,Fiber optic,Electronic check,no,0
1922,CUST101260,45,64.24,Two year,Fiber optic,Mailed check,no,0
1923,CUST104716,23,70.06,One year,Fiber optic,electronic check,no,0
1924,CUST101284,14,46.18,Two year,DSL,Bank transfer,no,0
1925,CUST105807,10,91.58,One year,Fiber optic,Electronic check,no,0
1926,CUST109290,15,28.7,Month-to-month,DSL,Bank transfer,no,0
1927,CUST103858,16,20.98,One year,DSL,Mailed check,no,0
1928,CUST109147,17,70.06,Two year,DSL,,yes,1
1929,CUST104288,19,21.6,,Fiber optic,Bank transfer,nan,0
1930,CUST106906,66,67.78,,Fiber optic,Electronic check,no,0
1931,CUST103398,33,100.94,Month-to-month,Fiber optic,Mailed check,yes,1
1932,CUST106457,18,84.43,Month-to-month,DSL,Mailed check,no,0
1933,CUST105256,20,47.3,Month-to-month,DSL,Bank transfer,no,0
1934,CUST101607,14,23.68,Two year,Fiber optic,Credit card,no,0
1935,CUST102640,24,70.06,Two year,No,Credit card,no,0
1936,CUST101428,16,70.06,Two year,Fiber optic,Credit card,yes,1
1937,CUST110091,34,110.94,Month-to-month,Fiber optic,Credit card,no,0
1938,CUST102306,15,40.73,Month-to-month,DSL,Mailed check,yes,1
1939,CUST106597,12,46.58,Month-to-month,Fiber optic,Credit card,no,0
1940,CUST104008,36,113.85,Month-to-month,DSL,Credit card,no,0
1941,CUST109122,69,84.65,Month-to-month,DSL,Bank transfer,no,0
1942,CUST104753,53,83.18,Month-to-month,Fiber optic,Electronic check,no,0
1943,CUST109648,3,39.28,Two year,No,Credit card,no,0
1944,CUST108561,33,73.34,Month-to-month,Fiber optic,Electronic check,no,0
1945,CUST107904,13,62.37,One year,Fiber optic,Electronic check,no,0
1946,CUST105646,22,96.75,Month-to-month,DSL,Electronic check,no,0
1947,CUST110287,7,37.32,Month-to-month,Fiber optic,Bank transfer,yes,1
1948,CUST107550,8,48.06,Month-to-month,DSL,Credit card,no,0
1949,CUST106735,8,85.84,Two year,,Bank transfer,yes,1
1950,CUST100277,30,40.6,Two year,No,Electronic check,yes,1
1951,CUST104326,29,86.49,Month-to-month,Fiber optic,Bank transfer,no,0
1952,CUST108604,6,68.55,One year,Fiber optic,Mailed check,no,0
1953,CUST101946,8,25.42,Month-to-month,No,Bank transfer,nan,0
1954,CUST101290,32,117.07,Two year,No,Credit card,no,0
1955,CUST104765,30,107.0,Two year,Fiber optic,,no,0
1956,CUST106313,15,59.05,Two year,Fiber optic,Credit card,no,0
1957,CUST110051,20,108.81,One year,Fiber optic,Bank transfer,no,0
1958,CUST100066,2,50.91,,DSL,Credit card,yes,1
1959,CUST102825,21,95.69,Two year,No,Mailed check,no,0
1960,CUST109680,52,25.11,Month-to-month,,Credit card,no,0
1961,CUST102087,10,79.3,Month-to-month,No,Bank transfer,no,0
1962,CUST103745,11,25.34,Month-to-month,DSL,Electronic check,yes,1
1963,CUST104584,13,87.81,Month-to-month,Fiber optic,Credit card,no,0
1964,CUST107250,22,102.9,Month-to-month,Fiber optic,Mailed check,no,0
1965,CUST109545,43,59.94,Two year,DSL,Mailed check,yes,1
1966,CUST102575,20,108.18,Month-to-month,DSL,Mailed check,no,0
1967,CUST106392,4,47.36,Month-to-month,Fiber optic,Bank transfer,yes,1
1968,CUST105114,27,95.75,,DSL,Credit card,no,0
1969,CUST105931,20,70.06,Month-to-month,No,Credit card,no,0
1970,CUST100884,12,48.34,Two year,DSL,Bank transfer,yes,1
1971,CUST101418,40,84.38,One year,Fiber optic,Mailed check,yes,1
1972,CUST103467,33,116.53,One year,DSL,Bank transfer,no,0
1973,CUST109250,20,23.53,Month-to-month,Fiber optic,Mailed check,yes,1
1974,CUST100828,58,73.86,Month-to-month,No,Credit card,no,0
1975,CUST104198,22,9999.0,month to month,Fiber optic,Bank transfer,no,0
1976,CUST110588,15,78.35,One year,,Bank transfer,no,0
1977,CUST101398,20,63.38,Two year,Fiber optic,electronic check,yes,1
1978,CUST107667,5,23.53,Two year,Fiber optic,Bank transfer,yes,1
1979,CUST103394,20,70.33,Month-to-month,Fiber optic,electronic check,yes,1
1980,CUST101242,40,76.8,Month-to-month,DSL,Electronic check,yes,1
1981,CUST106416,11,29.14,One year,No,Bank transfer,no,0
1982,CUST108330,32,49.0,Month-to-month,No,Bank transfer,yes,1
1983,CUST105316,42,111.32,Month-to-month,DSL,Bank transfer,yes,1
1984,CUST102219,12,113.48,Month-to-month,DSL,Bank transfer,yes,1
1985,CUST105178,13,51.94,Two year,DSL,,nan,0
1986,CUST109930,11,109.36,Month-to-month,DSL,Credit card,no,0
1987,CUST106722,12,76.7,Month-to-month,Fiber optic,Electronic check,no,0
1988,CUST104505,13,110.75,Month-to-month,Fiber optic,Bank transfer,no,0
1989,CUST108637,17,60.37,One year,,Bank transfer,no,0
1990,CUST101942,10,85.65,Two year,Fiber optic,Electronic check,no,0
1991,CUST104846,37,44.81,One year,DSL,Bank transfer,yes,1
1992,CUST102016,9,98.88,Month-to-month,No,Credit card,yes,1
1993,CUST103673,9,39.23,Month-to-month,DSL,electronic check,no,0
1994,CUST109998,20,79.4,Two year,,Electronic check,yes,1
1995,CUST102163,9,43.73,Two year,Fiber optic,Mailed check,nan,0
1996,CUST102633,24,115.31,Month-to-month,No,Credit card,no,0
1997,CUST103712,6,60.97,Month-to-month,Fiber optic,Bank transfer,yes,1
1998,CUST108169,19,43.2,Two year,DSL,Bank transfer,no,0
1999,CUST108844,48,78.55,Two year,DSL,Electronic check,no,0
2000,CUST105552,21,117.18,One year,DSL,Mailed check,no,0
2001,CUST103949,9,73.82,One year,Fiber optic,Credit card,no,0
2002,CUST105512,21,59.48,One year,Fiber optic,Credit card,no,0
2003,CUST107443,6,87.83,Month-to-month,No,Bank transfer,no,0
2004,CUST103520,16,28.8,One year,No,Credit card,yes,1
2005,CUST108899,36,75.18,Month-to-month,Fiber optic,Mailed check,yes,1
2006,CUST105095,58,116.28,month to month,Fiber optic,Mailed check,no,0
2007,CUST110148,2,65.94,Month-to-month,DSL,Electronic check,no,0
2008,CUST107858,11,35.14,Month-to-month,No,,no,0
2009,CUST107647,25,82.27,Two year,Fiber optic,Mailed check,no,0
2010,CUST104065,14,68.5,Two year,Fiber optic,Mailed check,yes,1
2011,CUST104266,26,70.06,One year,Fiber optic,Electronic check,no,0
2012,CUST105525,39,30.98,Two year,DSL,Electronic check,no,0
2013,CUST100876,26,119.76,Month-to-month,DSL,Bank transfer,no,0
2014,CUST103771,63,63.26,Two year,DSL,Credit card,no,0
2015,CUST110545,20,96.19,Two year,Fiber optic,Mailed check,yes,1
2016,CUST102786,3,80.45,Month-to-month,Fiber optic,Electronic check,yes,1
2017,CUST109856,24,72.19,One year,No,,no,0
2018,CUST106426,34,74.15,,Fiber optic,Bank transfer,no,0
2019,CUST101230,19,9999.0,One year,,Credit card,no,0
2020,CUST108931,13,46.63,Month-to-month,DSL,Bank transfer,no,0
2021,CUST106369,20,51.77,Two year,Fiber optic,Mailed check,no,0
2022,CUST103236,12,70.06,One year,Fiber optic,,yes,1
2023,CUST106560,5,44.56,Month-to-month,Fiber optic,Mailed check,no,0
2024,CUST105382,22,70.06,,Fiber optic,Credit card,no,0
2025,CUST103678,15,45.87,Two year,DSL,Bank transfer,nan,0
2026,CUST110352,23,59.87,One year,Fiber optic,Electronic check,no,0
2027,CUST100660,20,42.98,Two year,No,electronic check,yes,1
2028,CUST105599,8,99.27,Month-to-month,DSL,Electronic check,no,0
2029,CUST108092,37,59.0,Month-to-month,No,Mailed check,nan,0
2030,CUST109962,20,100.22,One year,Fiber optic,Electronic check,yes,1
2031,CUST102481,6,40.05,Month-to-month,Fiber optic,Electronic check,yes,1
2032,CUST110904,50,78.91,Month-to-month,Fiber optic,,no,0
2033,CUST106809,19,41.8,Month-to-month,No,Electronic check,no,0
2034,CUST104892,27,52.66,Month-to-month,No,Bank transfer,no,0
2035,CUST100403,41,114.36,Two year,No,Electronic check,yes,1
2036,CUST103510,101,109.68,Month-to-month,DSL,Credit card,yes,1
2037,CUST103066,14,32.0,Two year,No,Electronic check,no,0
2038,CUST108213,17,62.96,Two year,Fiber optic,,nan,0
2039,CUST100241,4,64.67,Month-to-month,,Credit card,no,0
2040,CUST101174,20,76.53,Month-to-month,Fiber optic,Credit card,no,0
2041,CUST108930,22,107.75,Month-to-month,No,Bank transfer,no,0
2042,CUST101044,3,44.46,month to month,DSL,Mailed check,no,0
2043,CUST109489,5,83.06,One year,DSL,Mailed check,no,0
2044,CUST107634,20,58.67,Month-to-month,DSL,Bank transfer,yes,1
2045,CUST110562,49,115.02,Month-to-month,No,Bank transfer,no,0
2046,CUST106680,12,54.85,One year,Fiber optic,Mailed check,no,0
2047,CUST107432,20,114.56,Month-to-month,No,Mailed check,yes,1
2048,CUST109427,58,50.3,Month-to-month,Fiber optic,Electronic check,no,0
2049,CUST108087,45,76.71,Two year,Fiber optic,Mailed check,no,0
2050,CUST105651,26,48.53,Two year,Fiber optic,Mailed check,no,0
2051,CUST100556,2,55.42,Month-to-month,,Electronic check,yes,1
2052,CUST100669,15,80.5,Two year,DSL,Mailed check,no,0
2053,CUST101782,24,69.95,One year,DSL,Electronic check,no,0
2054,CUST110434,24,54.11,Month-to-month,DSL,Electronic check,no,0
2055,CUST103243,11,61.56,One year,Fiber optic,Mailed check,no,0
2056,CUST110713,6,62.32,One year,DSL,Electronic check,no,0
2057,CUST109927,17,34.79,One year,DSL,Credit card,no,0
2058,CUST107043,29,26.6,,DSL,Credit card,yes,1
2059,CUST100703,20,95.91,,Fiber optic,Bank transfer,no,0
2060,CUST103035,22,70.06,Month-to-month,Fiber optic,Credit card,no,0
2061,CUST102021,9,51.83,Month-to-month,No,Bank transfer,yes,1
2062,CUST101650,21,114.4,Two year,,Mailed check,no,0
2063,CUST104707,21,95.38,Month-to-month,DSL,Mailed check,yes,1
2064,CUST110059,30,31.25,Month-to-month,Fiber optic,Credit card,no,0
2065,CUST109406,58,70.06,Month-to-month,Fiber optic,Electronic check,yes,1
2066,CUST106302,24,39.03,Month-to-month,Fiber optic,Mailed check,no,0
2067,CUST106498,17,106.08,Month-to-month,Fiber optic,Mailed check,yes,1
2068,CUST101053,12,27.66,Two year,DSL,Bank transfer,no,0
2069,CUST100893,20,49.5,One year,DSL,Bank transfer,no,0
2070,CUST101335,4,35.86,Month-to-month,Fiber optic,Credit card,no,0
2071,CUST108478,20,51.01,One year,Fiber optic,Credit card,no,0
2072,CUST108664,3,70.06,Two year,Fiber optic,Credit card,yes,1
2073,CUST107961,20,57.71,Month-to-month,DSL,Electronic check,yes,1
2074,CUST105037,32,116.86,Two year,Fiber optic,Electronic check,no,0
2075,CUST103038,40,84.79,Month-to-month,,Mailed check,no,0
2076,CUST107705,8,79.74,Month-to-month,No,Electronic check,yes,1
2077,CUST101554,19,70.06,Two year,No,Bank transfer,yes,1
2078,CUST100184,47,58.43,One year,,Mailed check,no,0
2079,CUST108095,24,48.19,,DSL,Bank transfer,yes,1
2080,CUST107278,21,82.92,One year,DSL,Credit card,no,0
2081,CUST105937,52,108.47,Two year,Fiber optic,Credit card,yes,1
2082,CUST105415,11,97.37,Two year,,Electronic check,yes,1
2083,CUST105671,11,42.15,Month-to-month,DSL,,yes,1
2084,CUST104602,38,28.3,Two year,Fiber optic,Bank transfer,no,0
2085,CUST105666,25,112.86,Month-to-month,Fiber optic,Credit card,no,0
2086,CUST109867,32,118.92,month to month,Fiber optic,Mailed check,no,0
2087,CUST100331,58,40.44,Two year,No,Bank transfer,no,0
2088,CUST107446,27,106.19,Two year,Fiber optic,Credit card,yes,1
2089,CUST108405,53,33.82,One year,No,Electronic check,yes,1
2090,CUST110786,10,108.48,Month-to-month,,Electronic check,nan,0
2091,CUST103388,13,112.4,Month-to-month,,Credit card,no,0
2092,CUST102082,8,108.84,One year,DSL,Electronic check,no,0
2093,CUST109447,31,70.06,Month-to-month,DSL,,no,0
2094,CUST102379,20,87.6,month to month,DSL,Credit card,yes,1
2095,CUST107944,35,105.47,Month-to-month,DSL,Mailed check,no,0
2096,CUST104576,35,102.01,Month-to-month,Fiber optic,Credit card,yes,1
2097,CUST103805,40,27.85,Two year,Fiber optic,Mailed check,no,0
2098,CUST110402,23,27.91,Month-to-month,,Credit card,no,0
2099,CUST102869,11,89.5,,DSL,Mailed check,no,0
2100,CUST110175,25,112.67,One year,Fiber optic,Credit card,no,0
2101,CUST102935,16,55.31,Month-to-month,Fiber optic,Bank transfer,yes,1
2102,CUST103737,2,33.01,Month-to-month,,Credit card,no,0
2103,CUST109171,20,87.14,Month-to-month,DSL,Mailed check,no,0
2104,CUST109130,27,78.11,Month-to-month,DSL,Bank transfer,no,0
2105,CUST100146,36,110.27,Month-to-month,DSL,Credit card,no,0
2106,CUST103126,18,118.18,Two year,No,Mailed check,nan,0
2107,CUST107683,8,30.79,One year,DSL,Bank transfer,yes,1
2108,CUST110112,4,59.63,Two year,DSL,Bank transfer,no,0
2109,CUST103385,20,56.1,Month-to-month,No,Mailed check,yes,1
2110,CUST107401,17,30.29,Two year,DSL,Bank transfer,no,0
2111,CUST102978,36,35.0,Month-to-month,Fiber optic,Credit card,no,0
2112,CUST110330,10,91.13,One year,Fiber optic,Credit card,no,0
2113,CUST101866,22,113.81,Month-to-month,DSL,Electronic check,yes,1
2114,CUST109936,27,112.56,Two year,No,Mailed check,yes,1
2115,CUST100879,1,87.35,,DSL,Credit card,yes,1
2116,CUST100037,15,28.93,Month-to-month,Fiber optic,Bank transfer,no,0
2117,CUST109061,26,49.67,month to month,Fiber optic,,no,0
2118,CUST108022,85,77.27,Month-to-month,No,Mailed check,no,0
2119,CUST107310,13,86.46,month to month,No,Mailed check,no,0
2120,CUST108297,8,54.6,Month-to-month,No,Electronic check,no,0
2121,CUST109126,23,53.59,Month-to-month,Fiber optic,Bank transfer,no,0
2122,CUST104002,12,64.02,One year,DSL,Credit card,nan,0
2123,CUST100842,12,59.21,Two year,Fiber optic,Mailed check,no,0
2124,CUST110393,21,100.96,month to month,No,Mailed check,yes,1
2125,CUST100414,22,96.63,Month-to-month,,electronic check,yes,1
2126,CUST109330,24,93.64,One year,No,Bank transfer,no,0
2127,CUST104626,44,24.3,Month-to-month,DSL,Electronic check,no,0
2128,CUST100806,16,61.07,Month-to-month,No,Electronic check,no,0
2129,CUST110106,18,60.52,,DSL,Electronic check,yes,1
2130,CUST109710,18,48.42,Month-to-month,Fiber optic,Credit card,no,0
2131,CUST105517,7,39.52,One year,No,Electronic check,no,0
2132,CUST103877,47,56.99,month to month,Fiber optic,Credit card,no,0
2133,CUST109167,31,70.04,One year,Fiber optic,Electronic check,no,0
2134,CUST102566,19,67.49,Month-to-month,Fiber optic,Bank transfer,yes,1
2135,CUST102400,20,32.9,One year,,Bank transfer,no,0
2136,CUST104559,20,60.1,Month-to-month,No,Mailed check,no,0
2137,CUST100213,26,70.06,One year,,Electronic check,no,0
2138,CUST105538,15,98.47,Two year,No,Credit card,no,0
2139,CUST109401,20,95.76,,No,Bank transfer,no,0
2140,CUST107643,25,28.7,Month-to-month,Fiber optic,Mailed check,yes,1
2141,CUST105024,20,70.22,month to month,DSL,Mailed check,yes,1
2142,CUST104545,14,35.46,Month-to-month,Fiber optic,Credit card,no,0
2143,CUST107999,28,88.05,Month-to-month,Fiber optic,Mailed check,yes,1
2144,CUST108690,23,63.04,Month-to-month,DSL,Mailed check,no,0
2145,CUST103140,22,57.27,month to month,DSL,Electronic check,no,0
2146,CUST101021,20,70.06,Month-to-month,No,electronic check,no,0
2147,CUST105515,25,68.58,Two year,DSL,Electronic check,no,0
2148,CUST105616,79,119.26,Month-to-month,DSL,Mailed check,yes,1
2149,CUST101091,49,24.32,Month-to-month,DSL,Bank transfer,no,0
2150,CUST107656,16,113.26,Two year,No,Electronic check,no,0
2151,CUST108629,9,22.89,Month-to-month,Fiber optic,Electronic check,no,0
2152,CUST107863,31,48.56,Month-to-month,DSL,Electronic check,no,0
2153,CUST103853,43,101.39,Month-to-month,No,Credit card,no,0
2154,CUST103375,9,104.09,Two year,Fiber optic,Credit card,no,0
2155,CUST109826,54,70.06,One year,No,Bank transfer,yes,1
2156,CUST100795,15,9999.0,Two year,DSL,Bank transfer,no,0
2157,CUST105273,14,82.72,Month-to-month,Fiber optic,Credit card,no,0
2158,CUST101986,41,28.94,Month-to-month,Fiber optic,Credit card,yes,1
2159,CUST103875,15,84.22,Month-to-month,Fiber optic,Bank transfer,no,0
2160,CUST102088,3,82.63,Two year,DSL,Mailed check,yes,1
2161,CUST102908,42,110.53,Month-to-month,DSL,Bank transfer,no,0
2162,CUST109733,9,43.45,month to month,DSL,Mailed check,no,0
2163,CUST101489,32,70.06,One year,Fiber optic,Mailed check,yes,1
2164,CUST108647,29,95.72,Month-to-month,DSL,Credit card,yes,1
2165,CUST100413,3,74.22,Month-to-month,DSL,Credit card,no,0
2166,CUST108789,9,41.7,One year,DSL,Bank transfer,yes,1
2167,CUST104910,13,88.73,One year,DSL,Electronic check,yes,1
2168,CUST105255,15,94.46,Two year,Fiber optic,Bank transfer,nan,0
2169,CUST109538,36,65.62,,DSL,Mailed check,yes,1
2170,CUST101995,20,25.9,One year,DSL,,no,0
2171,CUST102519,0,62.52,One year,Fiber optic,Electronic check,no,0
2172,CUST102094,28,55.98,Month-to-month,Fiber optic,Credit card,yes,1
2173,CUST105773,32,87.28,One year,Fiber optic,Electronic check,yes,1
2174,CUST101631,13,100.36,Month-to-month,DSL,Mailed check,no,0
2175,CUST109928,45,24.67,,No,Mailed check,no,0
2176,CUST105322,15,20.41,Month-to-month,Fiber optic,Mailed check,no,0
2177,CUST106541,39,93.76,One year,No,Credit card,yes,1
2178,CUST105658,7,57.67,Month-to-month,No,Bank transfer,no,0
2179,CUST106878,34,65.4,Month-to-month,,Electronic check,no,0
2180,CUST106757,9,102.04,Month-to-month,DSL,Credit card,yes,1
2181,CUST103923,15,25.95,Month-to-month,DSL,Mailed check,no,0
2182,CUST109914,17,98.54,Two year,DSL,Electronic check,no,0
2183,CUST103540,20,110.61,,No,Credit card,no,0
2184,CUST106953,44,102.21,Two year,,Mailed check,yes,1
2185,CUST100719,22,119.74,Month-to-month,Fiber optic,Mailed check,yes,1
2186,CUST105361,37,91.39,Month-to-month,Fiber optic,Electronic check,no,0
2187,CUST104471,8,48.26,One year,Fiber optic,Bank transfer,no,0
2188,CUST106022,23,42.78,One year,Fiber optic,Electronic check,yes,1
2189,CUST110831,28,9999.0,One year,Fiber optic,Bank transfer,no,0
2190,CUST109369,16,70.06,Month-to-month,Fiber optic,Bank transfer,nan,0
2191,CUST104906,9,49.26,One year,No,Electronic check,no,0
2193,CUST107933,34,95.3,One year,DSL,Credit card,yes,1
2194,CUST101200,47,70.06,Month-to-month,Fiber optic,Mailed check,no,0
2195,CUST100626,33,99.4,Two year,Fiber optic,Credit card,no,0
2196,CUST109289,14,90.25,Month-to-month,Fiber optic,Mailed check,no,0
2197,CUST100175,25,49.74,One year,DSL,Mailed check,no,0
2198,CUST110607,19,50.78,Month-to-month,Fiber optic,Mailed check,yes,1
2199,CUST101501,26,36.68,Month-to-month,Fiber optic,Bank transfer,no,0
2200,CUST101528,61,108.09,,Fiber optic,Electronic check,no,0
2201,CUST101976,6,22.89,One year,No,Credit card,no,0
2202,CUST102840,28,84.91,Two year,Fiber optic,Credit card,yes,1
2203,CUST103123,3,39.31,One year,DSL,Bank transfer,yes,1
2204,CUST103933,13,82.88,Month-to-month,No,Credit card,no,0
2205,CUST100308,31,99.89,Two year,Fiber optic,Credit card,no,0
2206,CUST105189,6,107.35,Month-to-month,Fiber optic,Bank transfer,yes,1
2207,CUST103617,4,76.54,One year,No,Credit card,no,0
2208,CUST105636,20,38.94,,Fiber optic,Electronic check,no,0
2209,CUST109316,7,85.72,One year,Fiber optic,Electronic check,yes,1
2210,CUST105101,10,113.14,Month-to-month,Fiber optic,Bank transfer,no,0
2211,CUST107797,29,54.9,,Fiber optic,Electronic check,no,0
2212,CUST107508,24,90.04,Month-to-month,Fiber optic,Bank transfer,no,0
2213,CUST108025,23,70.06,Month-to-month,No,Mailed check,no,0
2214,CUST102539,20,51.38,Two year,Fiber optic,Mailed check,no,0
2215,CUST100810,17,60.3,One year,Fiber optic,Credit card,no,0
2216,CUST104485,8,94.26,,No,Electronic check,yes,1
2217,CUST100918,11,23.34,Month-to-month,DSL,Credit card,no,0
