CustomerID,TenureMonths,MonthlyCharges,ContractType,InternetService,PaymentMethod,Churn
CUST105698,8.0,110.7,Month-to-month,Fiber optic,Credit card,No
CUST101206,39.0,46.6,Month-to-month,Fiber optic,,Yes
CUST103797,32.0,71.75,month to month,DSL,Credit card,No
CUST103762,9.0,100.04,Month-to-month,DSL,Mailed check, yes
CUST109247,7.0,29.79,month to month,Fiber optic,Bank transfer,No
CUST104157,19.0,32.94,Month-to-month,Fiber optic,Credit card,No
CUST100381,12.0,46.86,Month-to-month,Fiber optic,Credit card,No
CUST106397,4.0,68.21,Month-to-month,No,Credit card,
CUST101689,15.0,113.57,One year,DSL,Credit card,No
CUST108590,11.0,107.54,Two year,No,Bank transfer,No
CUST107410,97.0,23.69,Month-to-month,No,Electronic check,Yes
CUST105857,,27.63,One year,DSL,Mailed check, yes
CUST102099,14.0,57.97,Month-to-month,DSL,Mailed check,Yes
CUST109893,57.0,31.22,Month-to-month,Fiber optic,Mailed check,No
CUST106640,53.0,76.61,Month-to-month,Fiber optic,Mailed check,
CUST103428,14.0,114.48,Month-to-month,DSL,Credit card,Yes
CUST105471,2.0,34.91,Two year,Fiber optic,Credit card,No
CUST104094,40.0,84.34,Month-to-month,Fiber optic,Mailed check,No
CUST103987,0.0,25.05,Month-to-month,Fiber optic,Bank transfer,No
CUST103508,14.0,,One year,Fiber optic,Electronic check,Yes
CUST103863,38.0,56.12,One year,Fiber optic,Mailed check, yes
CUST105392,16.0,85.39,Two year,Fiber optic,Bank transfer,No
CUST110700,,38.29,One year,No,Electronic check,No
CUST103156,39.0,37.46,One year,DSL,Electronic check,NO 
CUST101170,6.0,82.36,Two year,No,Bank transfer,Yes
CUST108346,15.0,97.83,Two year,Fiber optic,Bank transfer,No
CUST102750,1.0,79.19,Month-to-month,DSL,Mailed check,No
CUST100091,24.0,41.35,Month-to-month,No,Bank transfer,Yes
CUST103101,14.0,56.79,Month-to-month,DSL,Bank transfer,No
CUST105867,,51.76,One year,Fiber optic,Electronic check,No
CUST103282,12.0,63.06,One year,No,Electronic check,Yes
CUST108814,11.0,34.01,Month-to-month,No,Mailed check,No
CUST101379,32.0,45.12,Month-to-month,,Bank transfer,Yes
CUST101239,11.0,98.21,One year,Fiber optic,Mailed check,No
CUST102626,12.0,24.29,Two year,DSL, electronic check ,No
CUST110644,N/A,29.74,Two year,DSL,Credit card,NO 
CUST108528,25.0,24.26,Month-to-month,DSL,,No
CUST104795,32.0,,month to month,DSL,Mailed check,No
CUST110355,164.0,26.13,Two year,Fiber optic,Bank transfer,No
CUST102183,9.0,27.36,Month-to-month,Fiber optic,Electronic check,No
CUST103201,3.0,82.48,One year,DSL,,No
CUST100122,20.0,27.43,Month-to-month,Fiber optic,Bank transfer,No
CUST109472,,66.85,Month-to-month,No,Credit card,No
CUST104111,11.0,42.56,Month-to-month,Fiber optic,Electronic check,No
CUST109220,11.0,77.91,One year,Fiber optic,Credit card,No
CUST104849,28.0,unknown,Two year,DSL,Electronic check,No
CUST104586,57.0,67.56,Month-to-month,No,Credit card,NO 
CUST109459,42.0,90.59,Two year,DSL,Mailed check,Yes
CUST100496,25.0,68.21,Month-to-month,DSL,Bank transfer,No
CUST102409,3.0,90.99,One year,No, electronic check ,No
CUST104903,33.0,75.87,Month-to-month,Fiber optic,Mailed check,No
CUST102010,16.0,,Month-to-month,DSL,Credit card,No
CUST110625,23.0,unknown,One year,Fiber optic,Electronic check,No
CUST100579,48.0,71.22,One year,DSL,Electronic check,No
CUST108553,14.0,90.88,Two year,Fiber optic,,No
CUST100234,,68.72,Two year,Fiber optic,Bank transfer,No
CUST106428,37.0,68.2,Month-to-month,No,Bank transfer,No
CUST104364,,,Month-to-month,Fiber optic,Bank transfer,No
CUST107741,24.0,43.59,One year,No,Credit card,Yes
CUST109823,20.0,78.54,One year,Fiber optic,,No
CUST101481,36.0,102.03,Month-to-month,No,Mailed check,Yes
CUST102117,44.0,92.96,Month-to-month,Fiber optic,,Yes
CUST101441,19.0,33.04,Month-to-month,DSL,,No
CUST102688,18.0,100.76,One year,No,Electronic check,Yes
CUST106098,60.0,unknown,Two year,DSL,Electronic check,Yes
CUST107380,14.0,87.32,Month-to-month,,,No
CUST101545,16.0,30.08,Month-to-month,Fiber optic,Electronic check,No
CUST101164,31.0,93.74,Two year,DSL,Mailed check, yes
CUST106795,11.0,40.55,Month-to-month,DSL,Mailed check,No
CUST106334,29.0,37.89,Month-to-month,DSL,Credit card,NO 
CUST104955,56.0,81.95,Month-to-month,DSL,Electronic check,No
CUST110790,28.0,24.4,One year,,Credit card,
CUST109719,33.0,71.16,Month-to-month,Fiber optic,Credit card, yes
CUST103094,27.0,95.85,Month-to-month,DSL,Credit card,
CUST106128,43.0,85.22,Two year,DSL,Bank transfer,No
CUST105407,7.0,77.56,One year,DSL,Mailed check,NO 
CUST104357,16.0,110.15,Month-to-month,DSL,,No
CUST109360,37.0,32.66,Month-to-month,No, electronic check ,No
CUST107939,18.0,102.41,One year,No,Electronic check,No
CUST106519,5.0,85.56,Month-to-month,DSL,Credit card,Yes
CUST101293,7.0,74.28,Month-to-month,DSL,Bank transfer,Yes
CUST104140,23.0,69.29,Month-to-month,Fiber optic,Mailed check, yes
CUST101751,3.0,49.91,Two year,Fiber optic,Bank transfer,Yes
CUST107530,32.0,101.46,Month-to-month,Fiber optic,Mailed check,Yes
CUST101348,41.0,86.16,month to month,Fiber optic,Electronic check,No
CUST106879,32.0,69.54,Two year,DSL,Mailed check,No
CUST102972,27.0,31.16,Two year,Fiber optic,Credit card,
CUST110240,23.0,37.4,One year,,Bank transfer,Yes
CUST108186,32.0,109.87,Month-to-month,Fiber optic,Electronic check,
CUST106256,5.0,67.81,Month-to-month,Fiber optic,Credit card,No
CUST108127,47.0,100.76,Month-to-month,DSL,Mailed check,Yes
CUST106096,7.0,23.3,One year,Fiber optic,Mailed check,No
CUST100177,12.0,30.81,Two year,No,Credit card,No
CUST108737,,89.34,Month-to-month,Fiber optic,Electronic check,No
CUST110331,14.0,93.44,,Fiber optic,Bank transfer,Yes
CUST108757,14.0,62.66,Month-to-month,DSL,Credit card,No
CUST107421,26.0,108.11,Month-to-month,Fiber optic,Credit card,No
CUST110550,14.0,61.84,Month-to-month,No,Credit card,No
CUST110832,14.0,105.5,One year,Fiber optic,Electronic check,No
CUST105734,36.0,,Month-to-month,Fiber optic,,No
CUST104064,13.0,94.6,Month-to-month,No,Electronic check,
CUST103628,33.0,113.7,Month-to-month,Fiber optic,Mailed check,No
CUST104647,10.0,unknown,One year,No,Bank transfer,No
CUST107899,6.0,68.77,One year,DSL,Mailed check,Yes
CUST100704,10.0,107.27,Two year,DSL,Bank transfer,No
CUST107429,34.0,25.93,Month-to-month,DSL,Bank transfer,No
CUST100813,33.0,116.89,One year,DSL,,No
CUST110238,67.0,38.75,,Fiber optic,Electronic check,No
CUST104859,24.0,61.5,Month-to-month,No,,Yes
CUST103059,48.0,35.34,Month-to-month,DSL,Electronic check,Yes
CUST109076,25.0,116.06,One year,Fiber optic,Bank transfer,No
CUST102681,28.0,,Month-to-month,Fiber optic,Mailed check,
CUST107496,36.0,107.18,Month-to-month,Fiber optic,Credit card,No
CUST107622,9.0,62.91,Month-to-month,No,Mailed check,Yes
CUST103034,20.0,96.08,One year,Fiber optic,Mailed check,No
CUST106889,15.0,104.63,Two year,DSL,Mailed check,Yes
CUST100125,41.0,52.98,Month-to-month,No,Mailed check,No
CUST102829,12.0,89.64,Month-to-month,,Mailed check,No
CUST104546,7.0,80.77,Two year,No,Mailed check,No
CUST103345,33.0,57.39,One year,Fiber optic,Bank transfer,No
CUST104253,25.0,87.43,One year,DSL,Electronic check,No
CUST104366,22.0,105.2,Two year,No,Electronic check,No
CUST103301,57.0,56.78,,,Electronic check,No
CUST102298,14.0,74.66,Month-to-month,DSL,Bank transfer,Yes
CUST101978,9.0,72.09,,Fiber optic,Electronic check,No
CUST108270,32.0,113.39,Month-to-month,No,Electronic check,No
CUST107519,38.0,21.87,Two year,DSL,Mailed check,Yes
CUST110359,15.0,unknown,One year,Fiber optic,Bank transfer,Yes
CUST100606,44.0,83.25,Month-to-month,DSL,Electronic check,No
CUST101036,27.0,42.79,One year,Fiber optic,Credit card,Yes
CUST108910,39.0,43.36,One year,Fiber optic,Mailed check,No
CUST104478,19.0,32.96,Month-to-month,Fiber optic,Bank transfer,No
CUST103291,73.0,98.0,One year,DSL,Mailed check,NO 
CUST108309,10.0,50.49,Month-to-month,Fiber optic,Electronic check,Yes
CUST102508,2.0,47.17,Month-to-month,DSL,Bank transfer,No
CUST101468,26.0,59.3,Month-to-month,No,Electronic check,No
CUST109079,7.0,104.29,Month-to-month,,Bank transfer,No
CUST101281,50.0,111.76,Month-to-month,DSL,Bank transfer,No
CUST100278,25.0,61.62,month to month,Fiber optic,Mailed check,Yes
CUST103342,95.0,104.76,Month-to-month,DSL,Electronic check,
CUST108202,,59.16,Month-to-month,Fiber optic,Credit card,No
CUST109681,,88.06,One year,Fiber optic,Bank transfer,Yes
CUST103391,32.0,96.63,Two year,Fiber optic,Electronic check,No
CUST107811,N/A,34.45,Month-to-month,Fiber optic,,No
CUST103793,24.0,,,No,Bank transfer,No
CUST107888,19.0,54.02,month to month,No,Credit card,Yes
CUST104105,34.0,48.74,Month-to-month,Fiber optic,,Yes
CUST109618,17.0,28.3,One year,DSL,Credit card,No
CUST101869,15.0,109.83,Two year,DSL,Credit card,No
CUST107654,39.0,47.48,Month-to-month,Fiber optic,Electronic check,No
CUST107676,9.0,46.95,Month-to-month,DSL,Mailed check, yes
CUST108638,9.0,35.63,Month-to-month,DSL,Electronic check,Yes
CUST103146,6.0,66.63,Two year,Fiber optic,Electronic check,No
CUST103912,11.0,95.69,,DSL,Credit card,No
CUST105739,17.0,96.77,One year,No,Electronic check,No
CUST106537,3.0,67.22,One year,DSL,Electronic check,No
CUST101117,2.0,unknown,,DSL,Credit card,Yes
CUST101062,32.0,92.86,Month-to-month,DSL,Electronic check, yes
CUST101524,,60.61,Two year,Fiber optic,Electronic check,Yes
CUST101645,25.0,25.64,Two year,DSL,Credit card,No
CUST103850,7.0,75.72,Two year,DSL,Electronic check, yes
CUST110945,4.0,32.9,Two year,No,Electronic check,
CUST101342,35.0,72.44,,No,Bank transfer,Yes
CUST109276,22.0,45.97,Two year,Fiber optic,Credit card,Yes
CUST103685,36.0,58.53,Two year,No,Mailed check,No
CUST104494,4.0,86.05,Month-to-month,Fiber optic,Bank transfer,No
CUST109030,18.0,48.88,One year,Fiber optic,Bank transfer,No
CUST105667,20.0,118.26,One year,No,Credit card,No
CUST100055,39.0,27.4,,No,Mailed check,No
CUST100677,5.0,32.48,Two year,DSL,Bank transfer,No
CUST109303,2.0,53.25,One year,Fiber optic,Credit card,No
CUST101917,16.0,87.27,Two year,,Mailed check, yes
CUST106325,1.0,93.7,Month-to-month,DSL,Mailed check,No
CUST108984,39.0,89.85,Month-to-month,DSL,Bank transfer,No
CUST107674,88.0,119.5,Month-to-month,DSL,Mailed check,No
CUST107984,5.0,72.9,Month-to-month,Fiber optic,Credit card,No
CUST107129,14.0,27.2,Two year,Fiber optic,,No
CUST108522,43.0,57.64,Month-to-month,No,Electronic check,No
CUST105130,41.0,94.34,Two year,DSL,Credit card,No
CUST100085,6.0,105.99,Month-to-month,No,Mailed check,No
CUST108607,11.0,75.14,One year,Fiber optic,Bank transfer,No
CUST100156,34.0,64.94,Month-to-month,Fiber optic,,No
CUST100466,21.0,33.13,,Fiber optic,Credit card,Yes
CUST108441,18.0,78.64,One year,Fiber optic,Electronic check, yes
CUST100076,8.0,38.54,Month-to-month,No,Electronic check,No
CUST105272,14.0,25.96,,No, electronic check ,No
CUST110941,28.0,39.31,One year,DSL,Electronic check,No
CUST100053,25.0,108.02,Two year,DSL,Mailed check,No
CUST101525,29.0,52.93,Month-to-month,DSL,Mailed check,No
CUST100098,8.0,83.7,One year,DSL,Mailed check,Yes
CUST108182,19.0,,One year,No,Credit card,No
CUST104459,7.0,79.95,Two year,No,Credit card,Yes
CUST109827,16.0,119.82,One year,DSL,Electronic check,No
CUST102738,46.0,,Month-to-month,Fiber optic,Mailed check,Yes
CUST108950,14.0,105.96,Month-to-month,No,Mailed check,No
CUST100013,16.0,60.53,Month-to-month,No, electronic check ,NO 
CUST108601,50.0,90.4,Two year,Fiber optic,Electronic check,No
CUST108146,39.0,81.76,Month-to-month,No,Bank transfer,No
CUST106535,22.0,85.18,Month-to-month,No,Electronic check, yes
CUST108438,,24.35,Month-to-month,DSL,Electronic check,Yes
CUST101708,17.0,85.22,Two year,Fiber optic,Electronic check,Yes
CUST104096,6.0,99.88,Month-to-month,No,Electronic check,
CUST109158,9.0,115.76,One year,DSL,Credit card,Yes
CUST101323,12.0,107.08,Two year,Fiber optic,Electronic check,No
CUST105578,23.0,unknown,Month-to-month,DSL,Electronic check,No
CUST108431,4.0,41.54,Two year,DSL,Bank transfer,No
CUST102849,9.0,102.29,month to month,Fiber optic,Credit card,No
CUST103197,27.0,,Month-to-month,DSL,,No
CUST110801,10.0,unknown,Month-to-month,No,Mailed check,NO 
CUST107579,47.0,57.8,,Fiber optic,Bank transfer,No
CUST104886,15.0,110.58,Two year,No,Bank transfer,Yes
CUST105903,54.0,28.35,Two year,DSL,Bank transfer,
CUST110866,21.0,31.95,Month-to-month,DSL,Electronic check,No
CUST108113,4.0,93.94,Month-to-month,Fiber optic,,No
CUST102996,31.0,116.54,Month-to-month,DSL,Electronic check,Yes
CUST104307,24.0,9999.0,Two year,DSL,Credit card, yes
CUST100638,85.0,23.04,One year,DSL,Bank transfer,No
CUST107363,7.0,49.85,One year,No, electronic check ,
CUST105036,13.0,99.14,Month-to-month,Fiber optic,Bank transfer,
CUST104744,8.0,31.46,Two year,,Bank transfer,No
CUST108548,,115.1,Two year,Fiber optic,Electronic check,Yes
CUST109771,3.0,32.76,Two year,Fiber optic,Bank transfer,NO 
CUST105619,48.0,43.16,Month-to-month,No,Bank transfer,No
CUST107376,N/A,48.54,Two year,DSL,Electronic check,No
CUST103481,32.0,64.81,One year,No,Credit card,No
CUST106169,54.0,60.67,Month-to-month,,Mailed check,No
CUST100986,32.0,65.23,month to month,Fiber optic,Credit card,Yes
CUST107064,35.0,26.37,Month-to-month,Fiber optic,Mailed check,No
CUST108681,4.0,34.87,Month-to-month,DSL,Mailed check,No
CUST101272,3.0,113.73,Month-to-month,Fiber optic,Electronic check,No
CUST107975,8.0,29.93,One year,Fiber optic,Mailed check,Yes
CUST100765,12.0,83.39,Month-to-month,No,Credit card,Yes
CUST110933,29.0,118.89,Month-to-month,Fiber optic,Bank transfer,No
CUST101173,30.0,73.09,Two year,No,Credit card,No
CUST106376,8.0,38.32,Month-to-month,Fiber optic,Credit card,Yes
CUST106703,16.0,47.91,Month-to-month,,Credit card,Yes
CUST104760,10.0,97.32,,Fiber optic,Mailed check,No
CUST105533,17.0,64.9,,,,No
CUST102033,21.0,40.56,,Fiber optic,Mailed check,No
CUST103421,17.0,,Month-to-month,,Credit card,Yes
CUST102141,22.0,108.49,Month-to-month,DSL,Electronic check,Yes
CUST101050,50.0,90.16,Two year,DSL,Bank transfer,Yes
CUST108971,8.0,82.66,Two year,No,Electronic check,No
CUST108955,20.0,42.93,Month-to-month,No,Bank transfer,No
CUST108345,20.0,24.6,One year,Fiber optic,Mailed check,No
CUST109008,33.0,60.82,Month-to-month,,Electronic check,No
CUST107795,62.0,74.03,One year,No,Bank transfer,No
CUST103262,28.0,22.24,Month-to-month,Fiber optic,Credit card,Yes
CUST110044,15.0,95.28,One year,Fiber optic,Electronic check,
CUST105654,29.0,26.41,One year,,Credit card,Yes
CUST107918,17.0,80.32,Month-to-month,DSL,Bank transfer,Yes
CUST100310,11.0,38.12,Two year,Fiber optic,Electronic check,Yes
CUST109640,59.0,47.52,Month-to-month,DSL,Credit card,No
CUST108392,13.0,75.85,Month-to-month,No,Credit card,No
CUST100928,44.0,43.28,Month-to-month,,Mailed check,No
CUST102660,N/A,57.26,Month-to-month,,Credit card,No
CUST101854,15.0,92.43,Two year,DSL,Mailed check,No
CUST102451,28.0,90.83,Month-to-month,Fiber optic,Bank transfer,No
CUST110775,26.0,58.59,Month-to-month,Fiber optic,Mailed check,No
CUST101361,24.0,98.13,Month-to-month,DSL,Electronic check,NO 
CUST109871,8.0,37.98,Two year,DSL,Electronic check,No
CUST107880,51.0,119.37,Two year,Fiber optic,Credit card,No
CUST100338,13.0,61.06,Two year,No,Bank transfer, yes
CUST103664,0.0,76.96,One year,DSL,Bank transfer,No
CUST100394,16.0,34.14,One year,DSL,Credit card,
CUST109958,8.0,100.03,,No,Electronic check,No
CUST110285,35.0,52.74,One year,DSL,Credit card,No
CUST103813,14.0,23.49,Month-to-month,Fiber optic,Credit card,No
CUST105022,49.0,36.28,Month-to-month,No,Bank transfer,Yes
CUST102342,N/A,62.51,Two year,Fiber optic,Credit card,No
CUST103543,18.0,40.95,One year,Fiber optic,Bank transfer,Yes
CUST105295,13.0,99.63,Month-to-month,Fiber optic,,Yes
CUST107844,17.0,107.86,Month-to-month,Fiber optic,Credit card,No
CUST104332,66.0,27.48,Month-to-month,Fiber optic,Bank transfer,Yes
CUST105123,7.0,64.3,Month-to-month,No,Mailed check,
CUST106480,48.0,,Month-to-month,No,Mailed check,No
CUST104778,27.0,30.05,Month-to-month,No,Mailed check,No
CUST100593,13.0,72.7,Two year,Fiber optic,Mailed check,Yes
CUST108054,50.0,48.77,Month-to-month,Fiber optic,Bank transfer,No
CUST100286,37.0,33.9,Month-to-month,No,Bank transfer,Yes
CUST107255,N/A,86.64,One year,Fiber optic,Bank transfer,
CUST107387,39.0,81.26,Month-to-month,DSL,Bank transfer,No
CUST100396,14.0,26.7,One year,No,Electronic check,NO 
CUST100468,13.0,97.86,One year,Fiber optic,Credit card,No
CUST100406,1.0,96.65,,DSL,Credit card,No
CUST101573,55.0,68.68,One year,No,Mailed check,No
CUST104577,,22.59,,Fiber optic,Mailed check,Yes
CUST105600,19.0,83.36,,No,,No
CUST105376,21.0,35.63,Two year,No,Electronic check,No
CUST110493,18.0,84.39,One year,Fiber optic,Bank transfer,No
CUST101048,34.0,60.54,One year,DSL,Mailed check,No
CUST104561,9.0,83.81,Two year,DSL,Electronic check,
CUST101538,13.0,116.48,One year,,Electronic check,No
CUST101045,N/A,79.51,One year,Fiber optic,Bank transfer,No
CUST105310,11.0,30.96,Month-to-month,DSL,Mailed check,No
CUST105710,6.0,30.71,One year,DSL,Electronic check,No
CUST110332,55.0,116.36,Month-to-month,Fiber optic,Bank transfer,No
CUST107309,10.0,56.76,Two year,DSL,Credit card,No
CUST104597,14.0,117.12,Month-to-month,DSL,,
CUST102984,22.0,66.8,Month-to-month,,,No
CUST109144,,96.98,Month-to-month,Fiber optic,Credit card,No
CUST102542,16.0,58.07,Two year,DSL,Mailed check,Yes
CUST107175,52.0,98.36,Month-to-month,Fiber optic,Bank transfer,No
CUST103942,49.0,91.07,Month-to-month,Fiber optic,Credit card,No
CUST110404,20.0,22.64,Two year,Fiber optic,Bank transfer,
CUST110690,7.0,37.8,,Fiber optic,Mailed check,Yes
CUST100357,28.0,93.35,Month-to-month,DSL,Credit card,No
CUST108135,15.0,92.12,Month-to-month,No,Credit card,No
CUST109738,N/A,83.7,One year,Fiber optic,Electronic check,No
CUST106385,14.0,97.74,Month-to-month,Fiber optic, electronic check ,No
CUST109841,23.0,30.74,,Fiber optic,Electronic check,Yes
CUST102173,54.0,65.25,One year,No,Electronic check,No
CUST107466,25.0,53.41,One year,Fiber optic,Bank transfer,Yes
CUST100533,4.0,48.27,Month-to-month,DSL,Electronic check, yes
CUST109460,12.0,58.26,Month-to-month,Fiber optic,Bank transfer,No
CUST110641,,98.28,Two year,DSL,Mailed check,No
CUST110830,36.0,75.72,Month-to-month,Fiber optic,Mailed check,No
CUST110123,11.0,100.72,Month-to-month,DSL,Mailed check, yes
CUST103098,16.0,89.53,,,Mailed check,No
CUST110862,10.0,113.02,Month-to-month,DSL,Mailed check,No
CUST100551,N/A,104.36,One year,Fiber optic,Credit card,No
CUST106631,14.0,33.07,Month-to-month,Fiber optic,Electronic check,No
CUST103412,38.0,53.52,Month-to-month,Fiber optic,Mailed check,No
CUST106980,49.0,60.92,Month-to-month,No,Electronic check,NO 
CUST109801,,81.73,Month-to-month,Fiber optic,Credit card,No
CUST106977,19.0,77.82,One year,,Electronic check,No
CUST110586,49.0,61.86,One year,DSL,Bank transfer,No
CUST100508,42.0,,Month-to-month,DSL,Credit card,No
CUST100833,31.0,9999.0,Two year,Fiber optic,Bank transfer,Yes
CUST110440,4.0,112.67,Month-to-month,DSL,Mailed check,No
CUST110986,77.0,21.4,One year,DSL,Mailed check,
CUST100114,28.0,109.27,,DSL,Electronic check,No
CUST106581,43.0,30.95,Month-to-month,DSL,Electronic check,No
CUST110444,10.0,52.29,One year,DSL,Mailed check,No
CUST106003,6.0,,Month-to-month,No,Electronic check,No
CUST106855,17.0,44.38,One year,DSL,Credit card,
CUST109874,44.0,46.61,,Fiber optic,Credit card,Yes
CUST108777,39.0,44.09,Month-to-month,DSL,Bank transfer,Yes
CUST103574,13.0,64.92,Two year,No,Bank transfer,No
CUST109194,7.0,111.92,Month-to-month,DSL,Mailed check,NO 
CUST104837,38.0,54.75,Two year,No,Mailed check,Yes
CUST101156,31.0,42.06,Month-to-month,Fiber optic,Bank transfer,No
CUST105580,13.0,105.53,Month-to-month,Fiber optic,Bank transfer,No
CUST103592,6.0,41.16,Two year,DSL,Mailed check,Yes
CUST102655,0.0,unknown,Month-to-month,DSL,Mailed check,No
CUST103644,11.0,53.4,One year,No,Electronic check,No
CUST104680,13.0,37.32,Two year,DSL,,No
CUST110813,21.0,77.93,Month-to-month,,Electronic check,No
CUST109759,26.0,78.62,One year,No,Electronic check,No
CUST110165,8.0,57.16,One year,Fiber optic,Mailed check, yes
CUST105152,32.0,43.37,Month-to-month,Fiber optic,Electronic check,Yes
CUST107337,29.0,112.73,Month-to-month,No,Bank transfer,
CUST102789,2.0,35.89,Month-to-month,DSL,Bank transfer,No
CUST110414,17.0,117.43,Month-to-month,Fiber optic,Credit card,No
CUST104855,25.0,,Two year,DSL,Mailed check,No
CUST106117,17.0,85.26,Two year,DSL,Electronic check,No
CUST102811,21.0,36.78,One year,No,Bank transfer,No
CUST104990,27.0,26.03,One year,DSL,Bank transfer,No
CUST104363,6.0,,Month-to-month,DSL,Mailed check,No
CUST109672,70.0,33.54,Month-to-month,No,Bank transfer,No
CUST101832,19.0,88.24,Two year,DSL,Credit card,No
CUST103881,25.0,85.43,Month-to-month,DSL,Bank transfer,No
CUST105444,23.0,,Two year,Fiber optic,Credit card,No
CUST110062,6.0,27.75,Month-to-month,DSL, electronic check ,No
CUST100437,10.0,96.94,Month-to-month,DSL,,Yes
CUST100172,12.0,51.02,Month-to-month,No,Mailed check,No
CUST101073,,48.34,Two year,DSL,Mailed check,No
CUST103885,56.0,80.62,One year,Fiber optic,Electronic check,No
CUST104350,6.0,,Month-to-month,DSL,Electronic check,Yes
CUST102148,9.0,94.09,Month-to-month,Fiber optic,Credit card,No
CUST107149,44.0,111.5,One year,DSL,Bank transfer,No
CUST101819,53.0,78.76,Two year,Fiber optic,Bank transfer,No
CUST102865,13.0,103.26,Month-to-month,DSL,Bank transfer,No
CUST109599,7.0,35.76,Month-to-month,DSL,Bank transfer,No
CUST105482,22.0,91.07,Month-to-month,DSL,Mailed check,No
CUST102212,0.0,27.19,Two year,DSL,Mailed check,No
CUST100340,21.0,57.24,One year,No,Bank transfer,No
CUST102930,10.0,,Two year,Fiber optic,,No
CUST110978,4.0,111.33,One year,Fiber optic,Credit card,No
CUST104827,5.0,43.37,Month-to-month,Fiber optic,Mailed check,No
CUST100968,41.0,92.26,One year,Fiber optic,Electronic check,No
CUST100141,2.0,30.08,Month-to-month,DSL,Electronic check,Yes
CUST106437,17.0,96.07,,Fiber optic,Bank transfer,No
CUST103276,45.0,32.2,Month-to-month,No,Mailed check,No
CUST109617,7.0,41.01,Two year,,,No
CUST105583,4.0,83.14,Month-to-month,Fiber optic,Mailed check,No
CUST102993,12.0,62.61,Month-to-month,No,Electronic check, yes
CUST102046,41.0,74.61,,DSL,Credit card,No
CUST106079,27.0,66.41,One year,No,Electronic check,No
CUST108745,5.0,68.83,One year,DSL,Credit card,No
CUST109319,51.0,59.22,Month-to-month,Fiber optic,Electronic check,No
CUST102151,30.0,119.46,Month-to-month,Fiber optic,Mailed check,No
CUST105606,8.0,95.05,month to month,Fiber optic,Mailed check,Yes
CUST109367,38.0,55.37,One year,Fiber optic,Bank transfer,No
CUST105822,12.0,86.58,Two year,DSL,Credit card,
CUST100447,31.0,49.6,One year,DSL,Electronic check,No
CUST108490,42.0,64.86,Month-to-month,Fiber optic,Mailed check,No
CUST105731,23.0,48.71,Month-to-month,No,Mailed check,No
CUST104292,5.0,,Month-to-month,DSL,Bank transfer,No
CUST103610,28.0,23.96,Month-to-month,Fiber optic,Credit card,No
CUST100151,74.0,111.16,Month-to-month,No,Bank transfer,Yes
CUST102012,15.0,51.9,Month-to-month,Fiber optic,Bank transfer,No
CUST104256,17.0,unknown,Month-to-month,No,Mailed check,Yes
CUST103819,41.0,42.15,Month-to-month,Fiber optic,Credit card, yes
CUST103346,22.0,42.38,Month-to-month,No,Bank transfer,Yes
CUST102262,7.0,117.26,Two year,DSL,Electronic check,No
CUST103996,18.0,113.13,One year,DSL,Mailed check, yes
CUST102573,12.0,89.74,,Fiber optic,Mailed check,No
CUST109910,33.0,,One year,Fiber optic,Bank transfer,Yes
CUST108435,20.0,47.39,Month-to-month,Fiber optic,Credit card,No
CUST104172,,71.03,month to month,Fiber optic,Credit card,No
CUST101125,31.0,65.61,Two year,Fiber optic,Mailed check,No
CUST106848,19.0,91.49,Two year,Fiber optic,Credit card,No
CUST102525,,67.11,One year,Fiber optic,,No
CUST104618,26.0,25.32,Month-to-month,DSL,Mailed check,No
CUST110917,15.0,65.43,Two year,Fiber optic,Bank transfer,No
CUST103917,44.0,43.24,Two year,Fiber optic,Mailed check,No
CUST100155,27.0,108.35,Two year,No,Electronic check,No
CUST105086,5.0,55.4,Two year,Fiber optic,Electronic check,Yes
CUST105798,4.0,53.56,Month-to-month,DSL,Electronic check,No
CUST110435,18.0,61.61,One year,No,Bank transfer,No
CUST107576,24.0,61.51,Month-to-month,No,Credit card,No
CUST110824,36.0,,One year,Fiber optic,Credit card,Yes
CUST104466,11.0,61.8,Month-to-month,,Bank transfer,No
CUST107777,15.0,56.16,Month-to-month,Fiber optic,Electronic check,Yes
CUST101400,16.0,98.08,Month-to-month,Fiber optic,Credit card,No
CUST104286,23.0,100.71,Month-to-month,Fiber optic,Mailed check,No
CUST104588,16.0,97.33,Month-to-month,No,Mailed check,Yes
CUST110751,39.0,48.12,Month-to-month,No,,No
CUST103208,44.0,73.08,One year,Fiber optic,Bank transfer,No
CUST106615,22.0,63.47,One year,No,Credit card,Yes
CUST107227,17.0,84.52,Month-to-month,No,Mailed check,No
CUST102096,,34.88,Two year,Fiber optic,Mailed check,No
CUST100822,34.0,106.74,,Fiber optic,Mailed check,No
CUST109985,73.0,110.96,Month-to-month,DSL,Bank transfer,No
CUST104166,N/A,106.01,month to month,,Bank transfer,No
CUST106516,8.0,64.38,One year,Fiber optic,,Yes
CUST105457,20.0,,One year,No,Bank transfer,Yes
CUST108258,3.0,53.53,Two year,DSL,Electronic check,No
CUST105570,20.0,30.99,,DSL,Bank transfer,No
CUST101517,13.0,70.18,Month-to-month,DSL,Bank transfer,No
CUST100601,52.0,50.63,Two year,DSL,Bank transfer,Yes
CUST100173,36.0,67.85,One year,No,Bank transfer,No
